CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
585|UNIVERSIDADE FEDERAL DE SANTA CATARINA|UFSC|15593|UNIVERSIDADE FEDERAL DE SANTA CATARINA|1|Pública Federal|1|Universidade|4205407|Florianópolis|42|SC|Sul|1|1891|23|72|28|89|114|234|265|292|278|176|151|115|28|26|1|1|1|1|1|1|1|29320|120963|2|19159885.29|1521081889.34|0.00|676004521.97|0.00|171828042.80|268206473.44|44245063.21|0.00|379957673.21
586|UNIVERSIDADE FEDERAL DO RIO DE JANEIRO|UFRJ|15536|UNIVERSIDADE FEDERAL DO RIO DE JANEIRO|1|Pública Federal|1|Universidade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|9205|106|344|136|338|1185|1433|1075|886|1553|708|685|358|216|182|1|1|1|1|1|1|1|37000|28897|2|56307961.90|3222184799.89|187844301.42|730947129.58|964535378.24|472618815.48|642237444.31|38956471.29|7353912.07|609687912.24
587|UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO|UFRPE|15599|UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO|1|Pública Federal|1|Universidade|2611606|Recife|26|PE|Nordeste|1|1699|5|66|42|104|347|360|152|140|202|142|58|61|11|9|1|1|1|0|1|1|1|0|115000|2|2027274.93|538675590.76|0.00|214340115.12|148948215.60|69818947.47|25668086.54|15008246.00|44441730.47|0.00
588|UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ|UTFPR|9052|UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA|1|Pública Federal|1|Universidade|4106902|Curitiba|41|PR|Sul|1|1171|3|2|5|3|40|31|136|111|337|310|93|88|6|6|1|1|1|0|1|1|1|510000|409|2|6908401.27|757742432.53|0.00|449273302.60|0.00|117181738.51|75410373.47|19181657.00|266081.08|0.00
589|UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO|UFERSA|15945|UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA|1|Pública Federal|1|Universidade|2408003|Mossoró|24|RN|Nordeste|0|688|2|29|2|13|23|58|44|73|117|98|117|98|2|12|1|1|0|1|1|1|1|0|3000|2|585959.35|243016091.15|21297547.55|79414038.60|52942692.40|39184596.86|32296066.00|5645240.55|459886.13|0.00
590|UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA|UFRA|16350|UNIVERSIDADE FEDERAL RURAL DA AMAZONIA|1|Pública Federal|1|Universidade|1501402|Belém|15|PA|Norte|1|440|4|44|3|51|16|82|34|67|47|46|19|17|3|7|1|0|0|0|1|1|1|0|0|2|945045.46|0.00|0.00|83279099.69|1.00|19025316.42|32431666.91|4283424.00|670218.37|0.00
591|UNIVERSIDADE FEDERAL DE SÃO PAULO|UNIFESP|9144|UNIVERSIDADE FEDERAL DE SAO PAULO|1|Pública Federal|1|Universidade|3550308|São Paulo|35|SP|Sudeste|1|3985|56|58|86|58|604|305|484|294|783|396|255|139|223|244|1|1|1|0|1|1|1|0|284|2|9916098.84|885817253.21|1110659.26|288809086.29|288809086.29|93426398.82|168740243.23|44533681.76|6525514.93|6000000.00
592|UNIVERSIDADE FEDERAL DE LAVRAS|UFLA|8137|UNIVERSIDADE FEDERAL DE LAVRAS|1|Pública Federal|1|Universidade|3138203|Lavras|31|MG|Sudeste|0|580|0|12|2|19|30|91|48|88|94|68|57|49|19|3|1|1|1|1|1|1|1|0|28|2|7394039.00|287844264.00|12231815.00|192435132.00|0.00|28284449.00|54837946.00|31912591.00|0.00|0.00
593|CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA|CEFET/RJ|391|MINISTERIO DA EDUCACAO|1|Pública Federal|5|Centro Federal de Educação Tecnológica|3304557|Rio de Janeiro|33|RJ|Sudeste|1|612|3|25|4|11|26|109|59|81|114|90|59|23|5|3|1|1|1|1|1|1|0|0|0|2|1458213.19|338350822.66|0.00|137309927.22|0.00|44407861.21|36439335.15|10621063.90|1111496.43|90918856.39
594|CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS|CEFET/MG|391|MINISTERIO DA EDUCACAO|1|Pública Federal|5|Centro Federal de Educação Tecnológica|3106200|Belo Horizonte|31|MG|Sudeste|1|662|1|10|2|32|29|69|89|83|129|91|76|45|3|3|1|1|0|1|1|1|1|341|346083|2|3413668.49|361945114.88|170217.90|139864208.31|59941803.57|43957322.61|34636020.36|10236612.22|5512021.97|0.00
595|UNIVERSIDADE FEDERAL DE ALFENAS|UNIFAL-MG|15031|UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG|1|Pública Federal|1|Universidade|3101607|Alfenas|31|MG|Sudeste|0|342|0|0|0|1|14|30|23|32|100|73|35|28|4|2|1|0|1|1|1|1|1|0|0|2|1167617.44|196089125.69|0.00|61234046.00|22584737.00|23452673.75|30071915.24|4436984.96|1569120.23|39506719.77
596|UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI|UFVJM|9088|UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI|1|Pública Federal|1|Universidade|3121605|Diamantina|31|MG|Sudeste|0|548|0|0|0|3|28|43|57|71|134|112|50|46|1|3|1|0|1|0|1|1|1|0|0|2|1579738.96|230065055.27|40000.00|110939394.31|0.00|29156635.61|52422.52|12551959.29|0.00|0.00
597|UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO|UFTM|15446|UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO|1|Pública Federal|1|Universidade|3170107|Uberaba|31|MG|Sudeste|0|1551|5|8|15|16|204|106|188|153|402|225|98|65|30|36|1|1|1|0|1|0|1|10|0|2|1291206.00|8202361.67|0.00|87250942.35|71154144.20|31432679.68|35264062.68|10010687.71|1086978.66|0.00
598|UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI|UNIFEI|9050|UNIVERSIDADE FEDERAL DE ITAJUBA|1|Pública Federal|1|Universidade|3132404|Itajubá|31|MG|Sudeste|0|396|0|14|0|6|17|73|34|47|91|70|23|20|1|0|1|0|0|0|1|1|1|0|3540|2|652640.78|165583742.61|128519.41|67934535.30|27175686.92|24608389.15|25653939.79|8930137.32|90874.07|0.00
599|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA|IFBA|9092|INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|2927408|Salvador|29|BA|Nordeste|1|1084|5|8|1|15|65|143|174|167|239|160|78|25|3|1|1|1|0|1|1|1|1|37000|240000|2|1315349.38|453729188.10|1087733.41|270899006.84|0.00|56463905.46|100996324.41|27006487.53|766546.65|0.00
600|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO|IFMA|15676|INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|2111300|São Luís|21|MA|Nordeste|1|46|0|0|0|0|4|6|6|9|15|4|1|0|0|1|1|0|0|1|0|1|0|0|0|2|1883720.05|17316191.43|379286225.61|120119968.80|77354574.14|54279331.79|108669099.50|35563162.86|2500000.00|0.00
601|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL|IFRS|4126|INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|4302105|Bento Gonçalves|43|RS|Sul|0|814|0|1|1|12|56|99|111|125|200|101|67|29|11|1|1|0|0|0|1|1|1|100|100|2|1056017.41|317068370.68|0.00|114601839.87|76401226.58|30570231.27|62776022.89|23682191.97|768611.63|0.00
602|INSTITUTO TECNOLÓGICO DE AERONÁUTICA|ITA|392|COMANDO DA AERONAUTICA|1|Pública Federal|3|Faculdade|3549904|São José dos Campos|35|SP|Sudeste|0|149|0|3|1|1|10|50|22|19|9|6|5|5|3|15|1|1|1|1|1|1|1|202|747993|2|699282.92|21538270.89|0.00|1.00|1.00|1.00|2875631.72|15564886.28|0.00|1887094.33
605|UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL|USCS|394|UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL|3|Pública Municipal|1|Universidade|3548807|São Caetano do Sul|35|SP|Sudeste|0|182|4|8|0|5|36|31|37|22|18|18|0|1|1|1|1|1|1|0|1|1|1|41|17|2|64081857.97|4681121.36|1474916.97|22067034.70|8231329.98|13100986.36|23603034.87|770243.02|708655.08|2851363.28
606|FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM|FDCI|395|FUNDACAO EDUCACIONAL VALE DO ITAPEMIRIM - FEVIT.|5|Privada sem fins lucrativos|3|Faculdade|3201209|Cachoeiro de Itapemirim|32|ES|Sudeste|0|31|2|2|1|3|5|6|5|1|5|1|0|0|0|0|0|1|1|1|1|1|1|895|0|2|5808445.47|0.00|192341.80|2273417.57|1260401.62|1354230.92|573879.65|0.00|0.00|901408.47
607|FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM|FACCACI|395|FUNDACAO EDUCACIONAL VALE DO ITAPEMIRIM - FEVIT.|5|Privada sem fins lucrativos|3|Faculdade|3201209|Cachoeiro de Itapemirim|32|ES|Sudeste|0|11|0|0|1|0|1|4|3|2|0|0|0|0|0|0|0|1|1|1|1|1|1|27|8|2|2056808.02|0.00|12925.17|972197.20|494509.33|339099.31|522127.65|130285.93|5000.00|0.00
609|UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ|UNIOESTE|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|Pública Estadual|1|Universidade|4104808|Cascavel|41|PR|Sul|0|1291|4|1|21|39|289|153|329|92|224|69|48|18|2|2|1|0|1|1|1|0|1|31|5000|2|33093760.09|375054783.21|10150115.81|190104270.64|155539857.80|0.00|69645295.54|7910885.36|0.00|0.00
610|CENTRO UNIVERSITÁRIO METODISTA BENNETT|BENNETT|398|INSTITUTO METODISTA BENNETT|5|Privada sem fins lucrativos|2|Centro Universitário|3304557|Rio de Janeiro|33|RJ|Sudeste|1|49|6|4|5|6|8|11|3|5|0|0|0|1|0|0|0|1|1|1|1|0|1|0|22|1|5558030.78|0.00|273921.07|1916021.46|1867874.15|1324382.63|206694.59|0.00|0.00|3331007.04
621|CENTRO UNIVERSITÁRIO CESMAC|CESMAC|404|FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL|5|Privada sem fins lucrativos|2|Centro Universitário|2704302|Maceió|27|AL|Nordeste|1|502|19|52|23|42|88|135|42|35|36|26|1|1|0|2|1|1|0|1|1|1|1|24869|110000|1|133630563.00|0.00|2672201.00|30454011.00|20010812.00|32448410.00|29148120.00|19820010.00|1458084.00|1800292.00
622|FACULDADES INTEGRADAS SILVA E SOUZA|FAU|405|SILVA E SOUZA SOCIEDADE EDUCACIONAL|5|Privada sem fins lucrativos|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|48|0|0|0|0|19|15|8|3|2|1|0|0|0|0|0|0|0|0|1|1|0|0|0|2|1638840.86|0.00|321219.98|690694.99|113218.05|148541.96|792556.81|137750.78|0.00|335603.72
625|FACULDADE CENECISTA DE CAPIVARI|FACECAP|407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|3510401|Capivari|35|SP|Sudeste|0|8|0|0|0|0|2|2|0|0|2|0|0|2|0|0|0|0|1|0|1|1|1|0|0|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
626|FACULDADE CENECISTA DE OSÓRIO|FACOS|407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|4313508|Osório|43|RS|Sul|0|117|2|2|8|5|45|18|26|4|3|3|0|1|0|0|0|0|0|0|1|1|1|0|4023|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
627|FACULDADE CENECISTA DE VARGINHA|FACECA|407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|3170701|Varginha|31|MG|Sudeste|0|105|1|4|6|11|13|6|11|5|6|6|10|22|1|3|0|0|1|1|1|0|1|75|0|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
631|FACULDADE CNEC FARROUPILHA||407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|4307906|Farroupilha|43|RS|Sul|0|23|1|2|0|0|5|2|2|2|8|0|0|1|0|0|1|1|0|1|1|0|1|408|0|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
633|INSTITUTO MILITAR DE ENGENHARIA|IME|409|COMANDO DO EXERCITO|1|Pública Federal|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|365|1|1|0|33|10|144|12|70|13|32|7|22|2|18|1|1|1|0|1|0|1|7072|0|2|512836.57|1988965.81|92496266.75|21316354.12|58464677.23|0.00|7256529.52|749961.03|7103651.26|106895.97
634|UNIVERSIDADE FEDERAL DE PELOTAS|UFPEL|410|UNIVERSIDADE FEDERAL DE PELOTAS|1|Pública Federal|1|Universidade|4314407|Pelotas|43|RS|Sul|0|1312|6|15|6|34|130|154|152|147|260|157|139|65|27|20|1|1|0|0|1|1|0|10000|10000|1|1384886.31|727173204.88|3363953.93|191284833.66|104594989.34|93035701.96|52980647.93|2927890.36|10019047.34|24391435.21
636|ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|ESPM|412|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|443|1|3|7|8|84|94|117|88|20|14|2|3|1|1|1|1|1|1|1|1|1|50561|286780|1|305648135.82|0.00|20327438.10|79025540.72|56701173.53|67656881.80|83653676.38|14412519.87|18660837.57|563619.04
637|FACULDADE DE ENGENHARIA SÃO PAULO|FESP|413|SOCIEDADE EDUCACIONAL SAO PAULO SESP|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|81|12|12|7|16|14|5|8|6|0|1|0|0|0|0|0|0|0|0|1|1|1|0|80|1|10795623.84|0.00|1973660.60|3245065.17|2048975.34|725534.23|3746243.91|99987.63|50147.59|0.00
638|FACULDADE DE DIREITO MILTON CAMPOS|FDMC|414|CENTRO EDUCACIONAL DE FORMACAO SUPERIOR - CEFOS|5|Privada sem fins lucrativos|3|Faculdade|3144805|Nova Lima|31|MG|Sudeste|0|89|6|7|5|9|17|26|12|5|2|0|0|0|0|0|1|1|1|0|1|1|1|90|0|1|35196672.60|0.00|1602906.44|12879744.39|5300975.80|9127805.43|5357046.90|0.00|0.00|6721132.69
640|FACULDADES INTEGRADAS MARIA THEREZA|FAMATH|416|INSTITUTO DE CIENCIA E TECNOLOGIA MARIA THEREZA LIMITADA|4|Privada com fins lucrativos|3|Faculdade|3303302|Niterói|33|RJ|Sudeste|0|77|2|6|4|4|6|14|23|18|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|1|4753412.03|0.00|132714.16|2371298.59|2107486.18|1516287.46|2023841.41|0.00|18266.76|974302.74
641|CENTRO UNIVERSITÁRIO LA SALLE|UNILASALLE|417|SOCIEDADE PORVIR CIENTIFICO|5|Privada sem fins lucrativos|2|Centro Universitário|4304606|Canoas|43|RS|Sul|0|295|3|5|3|2|92|84|57|19|17|6|1|6|0|0|1|1|1|0|1|1|1|22|137|2|65973350.00|5735000.00|699518.00|17905710.00|14650127.00|13442148.00|38540630.00|531155.00|2158467.00|0.00
645|Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul|Católica em Jaraguá|419|FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE|5|Privada sem fins lucrativos|2|Centro Universitário|4208906|Jaraguá do Sul|42|SC|Sul|0|100|0|1|1|4|17|11|23|15|16|7|0|5|0|0|0|0|0|0|1|0|1|0|24|1|49591163.00|0.00|1359677.00|17529264.00|2026222.00|12148045.00|9910755.00|2676690.00|14673.00|1166932.00
647|FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC|FELM|497|UNIAO SOCIAL CAMILIANA|5|Privada sem fins lucrativos|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|55|0|4|2|1|14|9|11|4|6|3|0|0|1|0|0|1|0|1|1|1|1|2|0|2|5546528.04|0.00|997435.56|1934489.68|651644.87|648063.52|1926162.91|68755.22|0.00|0.00
648|FACULDADES ASSOCIADAS DE UBERABA - FAZU|FAZU|422|FUND EDUC PARA O DESENVOLVIMENTO DAS CIENCIAS AGRARIAS|5|Privada sem fins lucrativos|3|Faculdade|3170107|Uberaba|31|MG|Sudeste|0|84|1|1|5|12|11|12|15|7|6|5|2|4|2|1|1|1|1|1|1|1|1|1|0|2|10178050.58|0.00|902165.60|3989946.10|1749235.88|2171230.86|3936361.40|540213.62|0.00|0.00
649|CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA|UNIUV|423|FUNDACAO MUNICIPAL CENTRO UNIVERSITARIO DA CIDADE DE UNIAO DA VITORIA - UNIUV|3|Pública Municipal|2|Centro Universitário|4128203|União da Vitória|41|PR|Sul|0|15|0|0|0|0|2|1|4|2|4|1|1|0|0|0|0|0|0|0|1|1|0|0|0|2|14134889.54|0.00|3870737.98|5329813.89|764187.81|1093640.92|3220277.33|2292135.46|0.00|482459.28
650|FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE AVARÉ|IESA/FACCAA|424|INSTITUICAO DE ENSINO SUPERIOR DE AVARE LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|3504503|Avaré|35|SP|Sudeste|0|11|3|0|0|1|1|1|2|0|1|1|0|1|0|0|1|0|0|0|1|0|1|4500|3528|1|4654699.96|0.00|0.00|496701.60|212872.12|260100.03|199839.95|16079.08|13782.07|0.00
651|FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES|FAGV|425|FUNDACAO PADRE TEODORO ARAIZ|5|Privada sem fins lucrativos|3|Faculdade|3127701|Governador Valadares|31|MG|Sudeste|0|19|2|4|0|0|3|3|0|2|2|3|0|0|0|0|1|1|1|0|1|1|1|15|0|2|1956088.07|0.00|80034.23|501099.74|886604.79|712825.30|308013.54|0.00|0.00|379663.51
652|FACULDADE SANTA CECÍLIA|FASC|426|SOCIEDADE EDUCADORA E INSTRUTORA DE PINDAMONHANGABA|5|Privada sem fins lucrativos|3|Faculdade|3538006|Pindamonhangaba|35|SP|Sudeste|0|10|0|0|0|0|1|3|3|0|2|1|0|0|0|0|0|0|1|1|1|1|0|0|0|2|2800000.00|0.00|0.00|516084.00|64106.00|267830.00|300000.00|400000.00|100000.00|800000.00
657|FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA|FAFOPST|430|AUTARQUIA EDUCACIONAL DE SERRA TALHADA AESET|7|Especial|3|Faculdade|2613909|Serra Talhada|26|PE|Nordeste|0|48|0|0|8|3|16|6|6|2|6|1|0|0|0|0|0|1|1|1|1|1|0|800|800|1|2536506.07|1849634.75|600.00|3071000.00|150.13|663391.56|1128326.08|114157.23|0.00|0.00
661|FACULDADE PIO DÉCIMO|FPD|433|ASSOCIACAO DE ENSINO E CULTURA PIO DECIMO LTDA|4|Privada com fins lucrativos|3|Faculdade|2800308|Aracaju|28|SE|Nordeste|1|195|7|9|15|24|37|43|31|19|6|1|2|1|0|0|0|0|0|0|1|1|1|0|14|2|42508000.00|0.00|0.00|5815534.00|2440963.00|2230204.00|992261.00|677418.00|85317.00|5260000.00
662|FACULDADES INTEGRADAS CORAÇÃO DE JESUS|FAINC|434|INSTITUTO CORACAO DE JESUS|5|Privada sem fins lucrativos|3|Faculdade|3547809|Santo André|35|SP|Sudeste|0|13|0|0|1|2|1|0|5|1|2|0|0|0|1|0|0|0|0|1|1|1|1|1|0|2|946693.28|0.00|1777696.07|566448.65|376085.48|360702.37|0.00|0.00|0.00|990242.67
1|UNIVERSIDADE FEDERAL DE MATO GROSSO|UFMT|1|FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO|1|Pública Federal|1|Universidade|5103403|Cuiabá|51|MT|Centro-Oeste|1|1581|9|46|7|30|125|160|199|203|353|258|110|58|15|8|1|1|1|0|1|0|1|0|0|2|7337074.00|740272894.34|0.00|233796945.48|119331197.08|70661971.58|115476287.63|26307059.61|14673305.00|167363201.96
2|UNIVERSIDADE DE BRASÍLIA|UNB|2|FUNDACAO UNIVERSIDADE DE BRASILIA|1|Pública Federal|1|Universidade|5300108|Brasília|53|DF|Centro-Oeste|1|3024|6|31|16|51|285|361|560|563|464|339|157|131|35|25|1|1|1|1|1|1|1|24874|8325|2|137778138.25|0.00|40300498.20|551116255.34|329906920.86|881023176.20|217915065.06|22693197.40|15507393.04|360342902.82
3|UNIVERSIDADE FEDERAL DE SERGIPE|UFS|3|FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE|1|Pública Federal|1|Universidade|2806701|São Cristóvão|28|SE|Nordeste|0|1478|0|10|9|64|165|213|203|177|277|162|111|69|10|8|1|1|1|1|1|1|0|0|29917|2|2502993.57|606251431.87|9699793.61|239393355.03|127379395.82|71366298.22|0.00|21996570.26|1357631.33|124765768.07
4|UNIVERSIDADE FEDERAL DO AMAZONAS|UFAM|4|FUNDACAO UNIVERSIDADE DO AMAZONAS|1|Pública Federal|1|Universidade|1302603|Manaus|13|AM|Norte|1|1672|10|6|5|23|210|235|191|195|394|248|82|47|13|13|1|1|0|0|1|1|1|0|3531|1|7310546.06|733540076.60|671133.37|280833443.10|0.00|94430591.63|125429728.57|37495392.47|943643.54|160386203.25
5|UNIVERSIDADE FEDERAL DO PIAUÍ|UFPI|14054|FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI|1|Pública Federal|1|Universidade|2211001|Teresina|22|PI|Nordeste|1|1221|8|63|3|39|76|179|180|170|230|177|41|41|5|9|1|1|1|1|1|1|1|0|0|2|4637218.61|638589922.59|0.00|298198937.29|0.00|179543832.31|33909276.83|3218634.34|581889.25|123854698.81
6|UNIVERSIDADE FEDERAL DE OURO PRETO|UFOP|6|UNIVERSIDADE FEDERAL DE OURO PRETO|1|Pública Federal|1|Universidade|3146107|Ouro Preto|31|MG|Sudeste|0|823|13|69|5|35|46|138|60|100|126|114|62|38|10|7|1|1|1|1|1|1|1|0|0|2|2824822.41|375028963.94|5886463.13|141676636.08|65171284.32|35666421.95|93570050.28|17858566.23|1398798.54|28398492.08
7|UNIVERSIDADE FEDERAL DE SÃO CARLOS|UFSCAR|1302|FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS|1|Pública Federal|1|Universidade|3548906|São Carlos|35|SP|Sudeste|0|1013|3|23|2|15|64|137|105|127|199|141|84|58|31|24|1|1|0|0|1|1|1|2|9775|2|5062076.98|22102391.17|533930716.85|217956184.03|145304122.68|53056103.18|102282963.75|17586445.80|772960.11|0.00
8|UNIVERSIDADE FEDERAL DE VIÇOSA|UFV|15588|UNIVERSIDADE FEDERAL DE VICOSA|1|Pública Federal|1|Universidade|3171303|Viçosa|31|MG|Sudeste|0|2488|11|237|8|85|64|658|158|254|362|423|90|93|19|26|1|0|1|1|1|1|1|128585|11159|2|3729254.39|803065589.25|3254077.11|181153646.56|162234885.40|65802485.18|123162173.05|28170528.86|931355.29|25216.20
9|UNIVERSIDADE ESTADUAL DE LONDRINA|UEL|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|Pública Estadual|1|Universidade|4113700|Londrina|41|PR|Sul|0|1617|9|105|13|50|242|374|189|215|204|117|39|39|7|14|1|1|1|1|1|1|1|0|2521|2|14925542.00|650270866.00|45866416.00|207051306.00|304879040.00|111065483.00|85192384.00|11475837.00|6275874.00|0.00
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|PUCPR|10|ASSOCIACAO PARANAENSE DE CULTURA - APC|5|Privada sem fins lucrativos|1|Universidade|4106902|Curitiba|41|PR|Sul|1|1182|4|5|42|50|319|240|240|120|103|27|10|14|8|0|1|1|1|1|1|0|1|45318|219812|2|584561677.98|6488919.01|5071696.79|175999453.97|41283822.54|96043541.07|126869175.95|143901773.09|12024527.17|0.00
11|UNIVERSIDADE CATÓLICA DE PERNAMBUCO|UNICAP|11|CENTRO DE EDUCACAO TECNICA E CULTURAL|5|Privada sem fins lucrativos|1|Universidade|2611606|Recife|26|PE|Nordeste|1|456|2|13|0|10|76|90|97|87|43|31|0|6|0|1|1|1|1|0|1|1|1|167|985|2|110452801.00|610696.70|31029749.00|55677426.00|30067674.00|30382853.00|29833271.57|4034097.10|610696.70|1796749.00
12|UNIVERSIDADE FEDERAL DO RIO GRANDE|FURG|15596|UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG|1|Pública Federal|1|Universidade|4315602|Rio Grande|43|RS|Sul|0|1206|1|26|14|14|141|149|170|124|204|121|123|72|28|19|1|1|1|0|1|1|1|1|5203|1|3922419.43|477042165.06|358179.48|154006793.20|92404075.92|61602717.28|67340595.26|7192006.29|16781348.05|0.00
13|UNIVERSIDADE DE CAXIAS DO SUL|UCS|13|FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL|5|Privada sem fins lucrativos|1|Universidade|4305108|Caxias do Sul|43|RS|Sul|0|1085|7|12|19|36|281|251|245|84|91|33|16|6|3|1|1|1|1|0|1|1|1|0|18000|2|314409431.00|0.00|35528013.00|109086578.00|38327717.00|43992379.00|130098337.00|20298396.00|8163325.00|0.00
